Index,Label,X,Y,Feret,FeretAngle
391,mela_083_fov-01.tiff:0391-0236,685.679,417.893,11.18,63.435
515,mela_083_fov-01.tiff:0515-0361,387.339,292.694,13.416,63.435
599,mela_083_fov-01.tiff:0599-0450,383.094,204.031,13.416,63.435
636,mela_083_fov-01.tiff:0636-0495,402.329,158.939,17.889,63.435
672,mela_083_fov-01.tiff:0672-0526,175.577,128.192,11.18,63.435
736,mela_083_fov-01.tiff:0736-0601,94.803,53.47,13.416,63.435
433,mela_083_fov-01.tiff:0433-0271,394.038,382.09,16.553,64.983
343,mela_083_fov-01.tiff:0343-0207,258.129,446.3,14.318,65.225
674,mela_083_fov-01.tiff:0674-0527,480.608,126.662,14.318,65.225
186,mela_083_fov-01.tiff:0186-0110,839.74,543.38,12.083,65.556
474,mela_083_fov-01.tiff:0474-0314,328.167,339.685,12.083,65.556
745,mela_083_fov-01.tiff:0745-0612,108.731,41.462,12.083,65.556
117,mela_083_fov-01.tiff:0117-0078,912.22,575.8,19.698,66.038
125,mela_083_fov-01.tiff:0125-0080,1110.92,573.9,19.698,66.038
393,mela_083_fov-01.tiff:0393-0236,836.227,417.5,9.849,66.038
602,mela_083_fov-01.tiff:0602-0451,345.182,202.318,9.849,66.038
723,mela_083_fov-01.tiff:0723-0579,388.071,74.548,9.849,66.038
140,mela_083_fov-01.tiff:0140-0086,740.25,567.625,15.232,66.801
185,mela_083_fov-01.tiff:0185-0108,673.265,545.853,7.616,66.801
364,mela_083_fov-01.tiff:0364-0221,665.911,433.625,15.232,66.801
742,mela_083_fov-01.tiff:0742-0606,124.633,47.433,7.616,66.801
227,mela_083_fov-01.tiff:0227-0134,416.912,519.824,13,67.38
539,mela_083_fov-01.tiff:0539-0399,94.8,255.467,23.77,67.751
59,mela_083_fov-01.tiff:0059-0041,737.22,612.82,10.77,68.199
475,mela_083_fov-01.tiff:0475-0316,295.25,337.75,10.77,68.199
552,mela_083_fov-01.tiff:0552-0404,355.804,250.239,10.77,68.199
574,mela_083_fov-01.tiff:0574-0423,485.038,231.154,10.77,68.199
404,mela_083_fov-01.tiff:0404-0248,854.467,405.533,13.928,68.962
653,mela_083_fov-01.tiff:0653-0508,45.386,145.986,13.928,68.962
755,mela_083_fov-01.tiff:0755-0632,139.803,21.409,13.928,68.962
9,mela_083_fov-01.tiff:0009-0015,967.25,639.05,22.472,69.146
422,mela_083_fov-01.tiff:0422-0259,315.559,394.971,8.544,69.444
85,mela_083_fov-01.tiff:0085-0052,872.878,601.662,11.705,70.017
559,mela_083_fov-01.tiff:0559-0412,425.437,241.69,11.705,70.017
381,mela_083_fov-01.tiff:0381-0232,763.7,422.589,14.866,70.346
196,mela_083_fov-01.tiff:0196-0119,1166.609,534.457,18.974,71.565
200,mela_083_fov-01.tiff:0200-0117,690.35,536.65,9.487,71.565
300,mela_083_fov-01.tiff:0300-0178,658.55,475.45,9.487,71.565
396,mela_083_fov-01.tiff:0396-0242,246.157,411.786,15.811,71.565
632,mela_083_fov-01.tiff:0632-0486,414.786,168.214,12.649,71.565
10,mela_083_fov-01.tiff:0010-0013,1109.635,641.041,16.763,72.646
565,mela_083_fov-01.tiff:0565-0420,381.476,234.354,16.763,72.646
601,mela_083_fov-01.tiff:0601-0454,372.689,200.176,16.763,72.646
28,mela_083_fov-01.tiff:0028-0024,600.318,630.182,10.44,73.301
519,mela_083_fov-01.tiff:0519-0368,320.167,286.167,10.44,73.301
735,mela_083_fov-01.tiff:0735-0599,423.833,54.833,10.44,73.301
639,mela_083_fov-01.tiff:0639-0495,347.581,159.284,14.56,74.055
159,mela_083_fov-01.tiff:0159-0095,677.321,559.036,11.402,74.745
705,mela_083_fov-01.tiff:0705-0562,94.375,91.625,11.402,74.745
388,mela_083_fov-01.tiff:0388-0236,868.987,416.987,15.524,75.069
56,mela_083_fov-01.tiff:0056-0043,533.849,610.291,19.647,75.256
42,mela_083_fov-01.tiff:0042-0033,1119.286,621.429,12.369,75.964
45,mela_083_fov-01.tiff:0045-0034,895.53,619.864,12.369,75.964
110,mela_083_fov-01.tiff:0110-0073,408.095,581.262,16.492,75.964
173,mela_083_fov-01.tiff:0173-0106,803.085,547.915,16.492,75.964
640,mela_083_fov-01.tiff:0640-0494,432.7,159.9,12.369,75.964
677,mela_083_fov-01.tiff:0677-0529,208.739,124.543,13.342,77.005
46,mela_083_fov-01.tiff:0046-0036,857.938,617.031,15.297,78.69
2,mela_083_fov-01.tiff:0002-0010,500.365,644.338,16.279,79.38
25,mela_083_fov-01.tiff:0025-0023,844.932,630.527,16.279,79.38
58,mela_083_fov-01.tiff:0058-0045,512.261,609.196,19.235,81.027
350,mela_083_fov-01.tiff:0350-0217,981.454,436.823,24.187,82.875
